Food Truck Num,Food Truck Review,0am Food Truck Checkin,4am Food Truck Checkin,8am Food Truck Checkin,12pm Food Truck Checkin,4pm Food Truck Checkin,8pm Food Truck Checkin,0am Food Checkin,4am Food Checkin,8am Food Checkin,12pm Food Checkin,4pm Food Checkin,8pm Food Checkin,0am No Food Checkin,4am No Food Checkin,8am No Food Checkin,12pm No Food Checkin,4pm No Food Checkin,8pm No Food Checkin,Cater,Credit Card,Delivery,Drive-thru,Food Review,Food: 1 Price,Food: 2 Price,Food: 3 Price,Food: 4 Price ,Food: 1 Star,Food: 2 Star,Food: 3 Star,Food: 4 Star,Food: 5 Star,Good for Groups,Good for Kids,No Food Review,No Food: 1 Price,No Food: 2 Price,No Food: 3 Price,No Food: 4 Price,No Food: 1 Star,No Food: 2 Star,No Food: 3 Star,No Food: 4 Star,No Food: 5 Star,Noise: Average,Noise: Loud,Noise: Quiet,Outdoor Seating,Parking: Garage,Parking: Lot,Parking: Street,Parking: Valet,Parking: Validated,Reservation,Takeout,Waiter Service,Wi-Fi
2,100,0,64,267,157,4,0,108,309,2976,3395,6374,2183,9,1670,2092,1736,3106,200,14,27,3,1,3220,10,17,1,0,0,0,4,22,2,23,4,1047,5,19,6,2,0,0,6,25,35,21,2,3,21,0,22,1,5,0,0,26,16,22
3,110,0,1,107,184,14,6,49,39,561,1118,1523,371,39,105,651,1125,1235,389,9,52,4,5,1724,43,11,0,0,0,6,13,30,8,49,4,1673,24,32,3,0,7,8,30,61,80,27,4,9,26,1,27,10,0,0,0,53,26,36
3,87,0,27,115,104,23,0,118,139,1094,1584,2482,787,71,162,496,691,899,439,15,47,7,6,2172,28,20,0,0,0,3,12,29,4,42,1,1128,25,29,3,1,0,9,21,44,43,21,2,16,11,0,32,0,0,0,0,45,25,36
6,110,1,91,166,257,69,7,72,210,2900,5077,7516,2470,89,685,3542,5709,5684,1215,26,58,5,2,5689,17,30,7,3,0,2,9,43,5,57,9,3226,12,72,39,6,1,9,44,85,90,39,4,12,43,13,31,6,11,2,0,50,37,49
2,473,1,3,656,911,786,118,191,265,1630,2367,5342,2257,226,2435,4452,4242,6507,1292,16,46,8,4,3430,20,22,2,0,0,1,12,25,8,39,5,2994,30,42,4,2,2,13,31,53,72,21,4,13,21,0,32,0,0,0,0,42,24,31
2,52,0,0,48,132,59,22,109,98,1475,2275,3494,1186,36,1169,1967,2586,2559,736,18,37,6,2,1983,18,20,0,0,0,0,14,23,2,36,0,1269,14,37,10,1,1,6,22,38,48,26,3,6,24,0,25,2,0,0,0,37,16,32
4,94,1,1,66,152,75,12,63,287,1622,2706,3643,872,70,555,1698,2157,1641,393,36,80,17,9,3321,45,33,0,0,1,3,28,44,7,73,3,1557,16,60,12,0,1,18,35,63,60,49,3,20,43,1,49,0,0,0,0,79,44,67
2,24,0,21,64,21,2,0,27,46,526,978,2199,563,30,371,800,917,776,216,10,32,10,5,1413,23,9,0,0,0,3,9,22,1,28,3,712,21,17,1,0,2,6,24,23,23,17,0,10,7,0,18,0,0,0,0,34,13,20
1,72,0,0,80,200,52,2,81,65,704,1723,2514,702,55,539,1691,2283,2111,706,15,31,5,2,1828,13,17,0,0,0,1,11,17,2,27,7,1597,9,40,4,1,1,8,19,47,34,17,0,11,12,0,25,0,0,0,0,31,14,26
2,13,0,16,14,10,2,1,25,954,3131,2884,2373,480,452,8601,13330,12263,13379,6083,11,73,5,2,2969,31,37,1,1,0,15,26,28,6,36,1,2764,9,14,1,0,3,10,19,29,30,36,13,9,11,7,18,2,0,0,0,62,33,55
1,64,0,4,102,156,67,10,128,54,846,1322,2996,1177,100,786,1747,1879,2184,924,11,26,2,1,2984,8,11,6,1,0,0,3,18,5,22,4,1550,10,28,9,1,0,4,14,39,47,20,0,5,13,0,20,1,4,0,0,23,18,20
5,269,0,223,491,332,55,21,34,169,2877,3498,3404,878,268,991,3157,4333,3914,766,30,57,8,7,3185,38,20,1,0,0,4,18,36,2,53,8,1961,17,38,6,2,4,10,30,54,52,36,4,9,33,0,36,0,0,1,0,56,23,44
1,22,1,0,19,43,17,9,74,141,1142,1709,2633,720,45,229,1187,1316,1402,360,14,45,8,6,2345,31,16,0,0,0,4,10,26,9,43,3,1487,27,38,4,2,2,5,26,46,72,29,0,11,13,1,31,0,0,0,0,47,20,37
5,172,1,7,259,514,80,20,145,231,2469,3645,5168,1727,141,643,2236,3492,3368,817,36,93,19,13,4221,51,42,1,0,0,6,25,56,8,87,8,2310,46,59,11,1,4,21,57,82,53,54,5,22,34,0,58,0,0,0,0,90,52,74
3,26,0,0,2,14,5,0,6,170,1451,1124,1744,427,14,166,536,425,513,120,10,25,3,2,1817,19,9,0,0,0,1,6,17,6,22,3,603,10,8,1,1,1,5,13,29,28,15,1,9,14,0,20,1,0,0,0,28,13,23
2,20,0,0,0,0,0,0,20,43,325,489,498,119,55,254,1348,1968,1808,507,6,33,1,6,668,24,9,0,0,0,4,12,18,2,31,2,988,9,17,3,1,0,10,19,38,25,16,2,8,10,0,15,0,0,0,0,34,9,22
6,121,0,38,154,83,50,6,122,122,1058,1481,1910,605,81,727,1636,1317,1099,544,20,62,14,6,1695,46,12,0,1,0,5,20,32,8,45,7,1069,23,41,3,1,4,12,32,44,46,30,4,16,20,0,36,1,0,0,0,61,26,42
2,82,0,0,25,93,61,19,209,155,1587,1859,2232,1120,112,902,2390,3008,3336,1277,20,40,8,2,2068,25,15,0,0,0,4,6,27,3,37,6,2463,30,39,6,1,4,9,38,57,75,24,1,13,17,0,29,0,0,0,0,40,21,31
5,96,0,64,238,125,33,7,101,334,3065,4225,4039,1274,85,1362,3888,4292,3879,654,26,51,14,5,3136,33,17,1,0,0,0,12,35,4,47,4,2609,14,49,17,3,1,13,46,69,87,39,3,9,37,0,34,0,0,0,0,50,25,45
2,15,0,0,4,4,3,1,50,63,398,531,774,191,78,301,767,869,737,245,7,17,1,2,411,10,6,0,0,0,0,5,11,2,16,0,406,7,11,3,0,2,2,11,15,15,12,2,1,9,0,8,0,0,0,0,17,5,14
10,308,38,44,404,550,235,58,1525,332,5283,9104,12150,6361,718,2008,5252,6515,8832,4809,44,131,23,7,9889,83,51,1,0,0,8,42,80,9,112,24,5695,37,73,16,1,6,19,44,85,95,74,20,23,102,16,57,44,2,2,0,132,64,99
3,45,0,1,62,89,28,11,49,155,1071,1730,3456,876,30,332,1177,1854,1709,512,19,52,3,3,1723,20,32,2,0,0,3,25,22,6,48,0,924,18,28,7,0,0,17,26,42,30,33,5,9,23,0,38,1,0,0,0,50,32,39
5,140,4,1,168,173,71,21,118,188,4304,6107,9091,3092,348,1486,2860,3862,3928,2002,22,50,8,5,6844,30,21,0,0,0,4,9,31,8,42,14,3969,37,58,17,5,1,6,29,74,83,33,2,11,22,0,39,4,5,0,0,51,32,39
2,33,1,23,51,30,8,3,21,192,1253,1296,1826,516,54,305,921,1277,1140,608,16,44,9,1,1726,20,23,0,0,0,0,11,28,5,39,1,1037,15,18,2,0,0,6,15,34,30,25,2,12,22,0,28,0,0,0,0,42,25,28
4,117,1,32,164,158,11,4,45,297,1891,2097,2122,460,52,584,1569,1657,1202,352,19,46,5,12,1577,33,12,0,0,0,1,17,21,9,40,3,1188,12,18,2,0,2,10,24,40,48,28,0,11,15,0,26,0,0,0,0,45,18,39
3,57,1,15,56,20,30,5,7,22,183,403,624,129,17,347,1215,1228,1130,360,7,22,5,2,723,11,8,1,0,0,2,6,12,3,16,1,744,8,23,2,2,3,2,16,25,31,10,0,4,7,0,9,0,0,0,0,19,7,13
3,155,0,32,333,237,94,18,59,117,2137,3108,5443,1538,69,1035,2362,2309,2457,593,22,55,5,1,4044,10,40,5,0,0,0,9,38,9,51,8,2203,11,65,16,1,1,5,23,49,97,38,4,10,41,2,42,3,2,0,0,50,44,47
2,15,1,0,45,39,28,6,20,145,1326,1240,1924,458,22,666,1234,1070,880,174,16,54,10,3,1603,24,26,2,0,0,8,18,25,7,44,3,785,13,24,5,1,1,6,21,37,43,30,2,10,27,0,24,0,0,0,0,50,28,36
6,389,1,87,647,571,336,69,44,95,2493,4437,6813,1973,78,736,3022,6119,5693,1205,26,57,5,5,3800,26,31,1,0,0,0,14,41,4,53,11,2127,14,77,28,4,1,13,50,78,47,42,4,5,37,0,48,1,0,0,0,57,30,49
1,3,0,1,2,3,1,1,47,29,507,819,1090,312,36,247,717,702,794,354,14,59,11,3,807,36,18,1,0,0,11,19,29,7,50,0,483,16,19,0,1,3,6,30,18,14,27,7,14,10,0,16,0,0,0,0,61,22,32
4,108,0,0,71,69,87,16,97,247,2042,2643,3772,1549,44,315,1978,1771,1694,454,19,48,7,6,2857,31,14,1,1,2,3,13,30,1,41,4,1298,19,31,2,1,1,9,21,39,48,28,6,7,23,0,20,15,0,0,0,46,23,38
8,228,0,99,473,383,168,18,125,351,4646,7904,11374,3444,181,1474,6504,8341,8036,1611,39,78,5,6,8077,35,35,6,2,0,3,14,56,8,72,7,4552,24,79,35,5,5,13,44,89,98,52,5,18,50,12,51,2,10,7,0,71,46,62
2,23,0,0,24,29,27,3,36,84,969,1376,2290,638,22,296,1576,1639,1506,372,12,35,5,5,1139,21,12,0,0,0,2,14,18,3,32,3,813,10,23,3,0,2,5,18,32,18,24,3,4,19,0,18,0,0,0,0,34,15,25
1,7,0,0,6,6,4,0,9,23,417,466,740,181,2,93,319,355,344,60,8,19,1,2,720,5,12,0,0,0,1,7,11,0,17,0,405,4,18,3,0,1,5,9,22,20,13,3,0,12,0,10,0,0,0,0,17,10,13
12,636,12,127,1112,466,586,68,373,580,4792,5979,9348,4451,381,1253,4258,5590,8693,3155,24,72,9,5,8481,32,39,3,0,0,5,19,42,10,60,9,3895,28,27,11,0,2,6,21,49,76,51,5,8,55,16,21,34,3,5,0,65,45,58
1,39,0,0,45,102,42,5,24,192,1034,1142,2465,570,35,565,1516,1438,1772,392,17,39,11,5,1489,24,13,1,0,1,3,8,26,2,33,3,993,16,31,4,1,1,7,12,40,49,23,2,6,18,0,23,1,0,0,0,38,16,26
1,15,0,0,50,41,14,5,44,62,836,1381,1369,405,40,496,1093,1017,944,287,9,53,11,2,1385,37,17,0,0,1,7,15,28,6,44,4,856,20,19,2,0,1,7,19,29,27,19,5,14,17,0,27,0,0,0,0,54,18,32
3,66,0,1,104,165,67,8,34,163,1415,1821,3747,933,12,476,1207,943,1252,307,20,42,4,2,2069,13,24,1,0,1,3,10,27,2,39,1,925,13,26,2,1,0,6,10,43,35,25,2,8,24,0,28,0,0,0,0,37,22,30
2,44,0,3,55,78,48,9,91,281,4248,5683,7170,2060,147,702,2359,2481,2429,841,30,63,12,1,6256,39,22,2,0,0,3,13,39,11,54,11,2453,10,34,3,0,3,7,16,38,56,51,1,8,33,1,51,2,0,0,0,63,30,55
3,102,0,23,81,97,2,3,153,259,3112,3603,3524,1496,96,836,1088,1367,1242,468,20,55,13,7,3995,40,15,1,0,0,2,23,28,7,46,10,1597,19,22,5,0,6,8,10,30,49,29,1,18,24,0,36,0,2,0,0,51,17,38
1,15,0,0,6,6,8,0,265,64,993,1526,3533,1381,133,1900,2810,2782,4692,914,7,28,4,7,1756,15,13,0,0,0,3,5,19,3,27,4,1070,11,21,4,0,2,2,21,28,35,15,2,6,14,0,18,0,3,0,0,27,16,17
2,49,0,52,114,27,0,1,63,39,352,396,724,211,11,161,539,546,550,173,3,19,2,2,392,9,11,0,0,0,3,5,10,3,16,0,459,8,15,4,2,1,6,16,14,31,10,2,1,10,0,9,0,0,0,0,18,9,12
1,39,0,0,1,11,25,6,59,136,1287,1972,3386,898,39,221,835,1440,1484,660,26,56,9,6,2919,23,34,0,0,0,5,12,39,2,53,8,1109,21,29,7,1,1,8,28,51,40,39,4,9,28,0,39,1,0,0,0,53,31,42
2,14,0,1,7,4,26,4,48,305,3074,3379,5443,1653,30,639,1471,1183,2064,570,28,54,7,3,4245,26,27,0,0,0,2,14,33,7,45,8,1165,15,28,4,0,2,8,10,32,61,33,4,8,30,0,39,4,0,0,0,51,32,42
2,76,2,0,21,21,43,9,117,892,4049,4897,8633,2802,125,514,1390,1522,2938,1014,15,36,5,1,6248,16,17,3,0,0,2,2,22,11,32,10,1697,17,23,7,2,1,5,12,35,43,26,0,7,20,0,31,2,7,0,0,35,16,32
1,21,0,0,19,25,30,4,12,43,499,801,1270,259,33,523,1285,1473,1015,257,8,38,8,5,746,18,18,0,0,0,7,12,19,3,33,0,539,8,26,1,0,0,8,21,27,20,23,3,4,19,0,19,0,0,0,0,37,15,21
4,211,0,13,147,112,32,2,333,172,2567,4613,8578,3285,185,1205,2783,3243,3039,1121,19,45,10,3,5306,18,27,1,0,0,0,10,30,6,37,11,2965,22,47,7,1,1,5,19,54,73,32,4,6,29,0,36,2,6,1,0,44,27,38
3,100,0,1,108,165,123,14,6,39,876,1415,2058,416,32,318,1831,2995,2830,599,13,32,5,2,1414,12,19,1,0,0,3,13,15,3,31,1,1291,11,46,21,3,1,13,33,42,33,25,2,0,16,0,20,1,0,0,0,28,19,23
3,24,0,1,5,9,3,3,42,71,611,850,734,188,57,267,631,588,348,148,13,62,7,11,1009,53,13,0,0,1,6,27,27,12,55,1,762,20,25,3,0,4,14,22,31,34,32,4,16,15,0,21,0,0,0,0,65,31,41
2,38,3,27,28,15,11,2,42,316,1239,866,1424,495,35,162,488,497,534,350,9,27,4,3,1460,15,10,0,0,0,2,4,16,5,22,2,778,21,15,2,0,0,5,11,30,36,15,1,7,6,0,16,0,0,0,0,25,15,18
2,341,3,55,614,420,284,37,345,302,4653,8768,13550,5279,87,340,2189,4004,5438,1945,22,60,7,4,7331,30,30,1,0,0,2,18,35,6,55,7,2717,28,43,11,1,5,9,34,58,81,33,7,14,39,1,51,2,1,0,0,58,36,49
4,109,0,44,189,238,111,12,177,625,4182,6700,10768,2813,111,810,3106,4135,3808,1023,47,117,20,12,7062,48,60,8,2,0,8,34,75,4,103,10,3475,32,101,28,6,2,18,70,123,109,78,9,17,62,2,80,0,2,0,0,110,60,90
1,20,0,45,89,16,4,0,68,266,1997,2066,2694,743,55,556,1646,2132,2841,735,17,40,8,3,2464,24,17,0,0,0,1,12,28,1,37,5,2323,24,44,2,2,3,6,19,52,83,27,0,11,26,0,27,0,0,0,0,42,17,34
6,308,0,119,616,495,298,21,49,135,1601,2646,4654,1074,220,1076,3566,5671,5260,941,27,56,6,6,3128,26,28,1,0,0,3,21,28,5,51,6,2715,27,71,16,5,2,11,42,88,77,40,2,9,34,0,38,0,0,0,0,55,27,43
1,15,0,0,6,6,8,0,81,93,665,644,1703,619,164,491,726,1021,1829,501,4,21,4,2,938,9,10,1,0,0,1,5,11,4,20,1,766,8,15,2,0,2,2,12,23,27,4,5,9,8,0,15,0,2,0,0,18,14,14
3,110,0,1,107,184,14,6,48,39,551,1063,1478,364,39,98,586,1010,1134,351,8,50,3,5,1665,41,11,0,0,0,6,12,29,8,47,3,1509,22,32,3,0,7,6,28,56,70,26,4,9,26,1,25,10,0,0,0,51,24,35
1,20,0,45,89,16,4,0,82,115,834,1266,1689,466,64,562,1653,2211,2600,702,15,33,6,2,1611,19,14,0,0,0,1,11,22,0,30,8,1684,15,27,1,1,3,4,12,37,51,22,0,7,18,0,24,0,0,0,0,34,13,27
2,15,1,0,45,39,28,6,20,145,1349,1302,1945,463,27,699,1325,1106,1016,196,16,56,11,3,1634,24,28,2,0,0,8,18,27,7,46,3,941,16,25,5,1,2,7,21,41,48,32,2,10,27,0,25,0,0,0,0,52,29,37
2,31,0,2,20,15,2,0,36,56,617,946,1092,271,114,578,1962,2096,1955,618,12,30,7,4,1021,17,13,1,0,0,0,13,17,2,27,3,1454,14,12,3,0,2,7,21,31,23,15,2,11,8,1,22,2,0,0,0,31,17,19
1,21,0,0,19,25,30,4,12,44,512,822,1286,264,34,541,1384,1587,1082,265,8,40,8,5,767,19,19,0,0,0,7,13,20,3,35,0,618,8,26,2,0,0,8,21,29,26,24,3,4,20,0,20,0,0,0,0,39,16,22
1,22,1,0,19,43,17,9,14,151,701,928,1445,347,24,188,872,793,879,293,8,29,6,3,1329,20,11,0,0,0,2,7,19,5,27,1,934,7,22,3,1,3,4,21,23,47,19,0,6,12,0,19,0,0,0,0,30,16,22
8,284,0,99,506,428,179,18,320,444,6418,9939,15774,5250,308,2566,8571,10088,9753,2243,42,91,8,5,10641,31,51,8,2,0,1,15,66,11,83,11,5811,33,93,36,6,5,15,50,107,118,67,5,18,62,12,65,1,13,7,0,82,59,74
2,34,3,1,28,6,6,7,221,647,4144,5290,6932,2640,385,820,2232,2672,3026,1557,22,50,9,7,6242,37,15,0,0,0,5,10,30,8,44,11,2956,34,50,11,2,1,8,33,66,62,33,2,10,18,0,36,3,1,0,0,51,25,38
7,155,7,11,198,295,88,7,1318,413,6800,10196,12369,6048,640,1948,4303,5666,7236,3881,40,130,24,8,11483,78,53,1,0,0,4,42,83,9,107,26,4891,39,65,14,1,7,19,34,63,104,71,13,28,91,15,58,43,2,2,0,126,55,95
2,32,0,74,106,32,6,6,86,164,1745,2988,5455,1657,101,535,2506,3587,3331,855,18,40,4,1,3099,11,23,6,0,0,0,7,30,3,38,6,1757,11,38,16,0,0,5,21,47,33,29,5,3,33,1,26,5,6,0,0,34,26,32
2,20,0,0,0,0,0,0,35,62,797,956,735,201,56,370,1575,2115,1938,546,11,49,3,7,1138,39,11,1,0,0,6,17,28,3,43,3,1090,16,20,3,1,1,9,24,42,30,22,3,14,13,0,24,0,0,0,0,50,17,32
3,33,0,0,25,29,31,3,43,122,1250,1575,2638,716,23,344,1765,1815,1681,409,14,41,6,5,1413,25,14,0,0,0,3,14,23,3,35,3,985,12,30,4,2,2,7,21,37,33,28,3,5,22,0,23,0,0,0,0,40,18,30
6,88,2,30,399,367,238,46,2613,1928,26875,32994,48146,19955,2518,6289,15775,20215,23057,9940,60,148,16,1,23443,29,97,18,3,0,2,30,101,17,134,17,10670,38,193,81,29,4,15,79,177,240,99,19,20,117,35,41,73,22,3,0,126,121,127
1,106,0,7,81,150,17,0,8,62,418,285,237,83,82,693,1730,1502,2191,808,0,7,2,1,256,4,4,0,0,0,3,1,6,2,5,0,643,7,13,2,1,1,3,10,13,21,4,0,2,4,0,3,0,0,0,0,8,3,4
1,96,1,2,119,151,88,20,17,20,736,869,1111,344,9,443,815,1199,1681,337,8,17,3,1,1023,12,5,0,0,0,0,2,13,2,15,2,575,8,13,0,1,0,3,12,12,25,11,0,4,11,0,14,1,0,0,0,17,5,16
3,45,0,1,62,89,28,11,60,204,1263,1971,3922,1011,42,487,1367,1980,1804,623,24,76,7,4,2154,34,41,2,0,0,3,33,37,8,68,1,1079,20,32,8,0,2,21,29,54,41,45,5,17,34,0,50,2,0,0,0,73,47,57
2,21,0,0,8,8,8,2,111,208,1380,1799,2288,682,80,385,1465,2067,1520,508,22,56,8,10,1666,38,17,1,0,0,2,22,25,10,49,2,1096,17,27,4,0,0,11,24,45,25,36,2,11,18,0,33,0,0,0,0,55,22,46
2,83,0,42,164,86,24,3,47,110,1373,2137,3581,867,50,815,2132,3423,3736,850,20,41,4,3,2748,17,24,1,0,0,2,9,28,3,35,4,1439,5,28,14,6,0,4,22,43,45,27,1,11,34,0,30,1,0,0,0,40,26,33
3,58,0,1,67,147,65,8,13,89,584,863,1747,443,9,390,1043,820,1026,226,12,30,4,2,1029,12,14,0,0,1,3,8,18,1,27,1,710,10,23,2,1,0,4,10,31,30,17,1,5,12,0,18,0,0,0,0,28,14,20
5,293,0,85,528,420,248,49,27,75,1757,3568,5702,1629,69,300,2235,4937,4019,868,18,40,2,4,2777,14,26,1,0,0,0,12,28,2,38,9,1602,6,64,28,3,1,9,40,65,29,31,4,1,26,0,34,0,0,0,0,40,25,33
2,76,0,43,153,165,77,4,103,338,2723,4473,6888,1790,24,302,1921,2716,2218,455,30,66,11,5,3870,28,34,4,0,0,2,16,49,1,61,6,1891,13,60,17,3,2,10,39,71,47,45,6,6,42,0,49,0,0,0,0,65,33,51
6,100,0,64,239,126,34,7,101,337,3053,4195,4031,1276,69,1381,4315,4981,3835,640,26,50,14,5,3136,33,16,1,0,0,0,12,34,4,46,4,2598,14,48,16,3,1,12,38,64,85,37,3,10,35,0,33,0,0,0,0,49,24,43
2,26,0,20,115,43,30,4,61,91,1381,1879,2979,722,51,968,2440,2416,2775,656,21,51,13,7,1994,28,22,0,0,1,3,13,31,4,43,3,1402,17,34,7,0,0,9,26,35,41,31,5,9,23,0,32,0,0,0,0,50,24,41
4,145,0,31,128,115,31,0,46,54,819,1298,1764,442,43,200,511,628,818,303,13,38,6,6,1728,27,11,0,1,0,6,10,21,3,31,2,815,23,25,2,1,1,5,18,30,41,17,0,16,10,0,25,0,0,0,0,35,18,28
2,33,1,23,51,30,8,3,16,50,675,918,1528,434,14,145,426,672,533,181,9,27,6,1,1258,9,17,0,0,0,0,5,20,2,26,1,532,10,13,1,0,0,4,5,23,13,17,1,7,13,0,21,0,0,0,0,27,20,16
5,154,0,19,145,174,66,9,65,69,1893,2999,3624,1045,63,255,1202,1551,1460,596,13,61,3,7,2389,32,26,0,0,0,1,27,30,4,52,6,1374,21,52,6,1,2,16,40,41,38,41,4,4,18,0,36,2,0,0,0,54,25,40
2,52,0,0,48,132,59,22,108,90,1365,2130,3449,1184,31,1165,1961,2581,2561,735,16,35,4,2,1895,16,20,0,0,0,0,14,23,0,34,0,1301,14,36,11,1,0,6,22,37,51,25,3,5,22,0,24,2,0,0,0,35,16,30
1,9,0,16,12,8,2,1,26,922,2156,2106,2288,502,460,8636,13548,12636,13901,6272,8,68,3,1,2106,27,37,1,0,0,20,24,25,5,31,2,3167,11,11,1,1,5,18,25,23,18,35,12,6,2,8,7,0,0,0,0,62,27,50
3,45,0,2,11,16,49,7,49,247,2971,3321,5562,1694,35,781,1720,1448,2376,650,29,49,6,2,4334,23,25,0,0,0,2,12,33,6,39,7,1296,18,38,6,0,1,8,13,40,65,30,4,9,30,0,37,4,0,0,0,46,28,40
1,39,0,0,45,102,42,5,24,192,1034,1142,2465,570,35,565,1516,1438,1772,392,17,39,11,5,1489,24,13,1,0,1,3,8,26,2,33,3,993,16,31,4,1,1,7,12,40,49,23,2,6,18,0,23,1,0,0,0,38,16,26
6,120,2,15,118,160,82,14,63,297,1725,2968,4051,941,76,720,2323,2680,2177,574,40,89,18,10,3777,50,37,0,0,1,4,30,49,8,81,4,1850,18,68,13,1,3,18,38,73,76,55,3,21,46,1,54,0,0,0,0,88,48,74
3,134,0,38,208,281,47,20,10,89,1133,1112,962,256,9,219,680,651,610,138,12,21,4,3,1136,12,9,0,0,0,1,6,15,0,20,6,550,4,12,2,0,2,6,11,25,23,15,0,3,10,0,14,0,0,1,0,20,10,17
1,69,1,2,63,97,50,0,13,171,1274,1534,4524,1216,27,568,1951,2128,2799,410,8,29,0,0,3134,8,12,7,3,0,0,7,22,2,28,3,1471,5,25,9,0,0,1,14,23,18,20,1,5,19,1,22,0,4,0,0,23,22,24
4,122,1,3,113,273,108,15,31,94,669,611,435,200,38,133,795,1321,1121,394,8,22,6,6,690,14,9,0,0,0,2,7,13,1,18,3,1225,12,24,2,1,3,9,28,36,38,15,2,5,8,0,13,0,0,0,0,23,12,18
8,346,3,146,644,510,309,23,88,357,2328,3359,5831,1526,242,1033,3881,5999,5600,1167,35,79,9,9,4193,39,36,1,0,0,5,24,42,9,69,7,3269,43,80,18,5,2,15,47,111,96,53,3,15,40,0,50,0,0,0,0,76,38,58
3,100,0,1,108,165,123,14,6,39,876,1415,2058,416,32,318,1831,2995,2830,599,13,32,5,2,1414,12,19,1,0,0,3,13,15,3,31,1,1291,11,46,21,3,1,13,33,42,33,25,2,0,16,0,20,1,0,0,0,28,19,23
5,126,0,70,350,248,54,1,208,367,3957,5312,8254,3096,37,1137,2498,2809,3315,386,24,50,8,5,4445,30,21,0,0,0,0,12,33,6,42,6,1598,18,30,7,2,1,3,29,41,55,33,3,10,29,0,42,0,4,0,0,49,20,38
1,55,0,1,52,131,87,16,156,24,924,1632,2444,1071,118,686,1899,1755,2068,1000,10,19,3,2,1758,13,6,0,0,0,1,3,12,3,17,3,1325,17,23,0,0,1,7,11,28,38,12,1,4,11,0,15,0,0,0,0,19,9,14
7,159,1,94,209,299,75,8,166,409,4228,7337,11504,3687,133,1067,4709,7385,7370,1608,39,88,7,3,8643,21,51,12,4,0,2,16,67,5,86,15,4556,19,97,46,8,2,11,61,111,104,63,5,15,68,14,55,6,14,2,0,77,62,76
2,19,0,0,5,9,0,1,38,36,379,454,318,122,28,73,240,282,199,95,5,39,4,5,431,31,7,0,0,0,5,15,18,5,31,0,294,10,16,2,0,2,7,12,12,14,19,4,7,5,0,11,0,0,0,0,39,20,22
2,15,0,0,4,4,3,1,51,63,400,550,869,203,80,311,796,928,817,281,8,18,1,2,505,10,7,0,0,0,0,5,12,2,17,0,508,8,11,6,0,2,3,12,21,23,13,2,1,9,0,9,0,0,0,0,18,6,15
6,258,1,13,254,234,86,16,199,188,4038,7357,12827,4905,135,1420,3051,4464,4315,1839,26,60,10,4,8540,28,32,1,0,0,1,12,40,8,49,13,4143,32,53,15,3,2,6,29,74,99,42,5,9,40,0,46,5,9,1,0,58,36,49
24,1098,6,142,1583,1013,704,112,1083,864,8398,11194,18881,10246,726,2189,7018,8646,14844,5617,54,151,25,4,15714,79,76,4,0,0,6,45,91,23,135,15,7464,52,67,19,3,14,26,54,116,172,98,19,18,99,35,36,65,11,12,0,139,91,124
3,64,0,0,41,98,36,8,80,74,767,937,1168,215,65,663,1411,1788,1506,336,16,31,6,5,1107,21,10,0,0,0,1,12,16,3,26,1,1007,17,23,4,0,0,8,34,40,43,15,1,10,13,1,16,0,0,0,0,31,13,22
2,104,0,2,102,146,197,34,65,221,2489,4219,6192,1661,50,534,3406,5302,5575,1502,24,74,11,9,4260,40,30,2,0,0,6,21,45,6,68,1,2767,25,67,24,2,3,14,48,81,74,46,6,6,41,0,44,4,0,0,0,69,31,54
2,33,0,0,62,87,51,9,48,300,2826,2111,2927,829,209,1472,2978,4164,6582,1394,10,29,5,3,1872,14,14,1,0,0,0,7,18,6,28,3,1675,14,26,5,3,4,6,25,27,41,17,2,8,23,0,21,0,0,0,0,26,15,24
1,5,0,0,0,0,0,0,193,25,184,449,1003,304,120,503,1268,1289,1207,269,5,18,4,2,564,11,7,0,0,0,3,7,7,2,13,1,833,9,15,3,0,1,3,14,33,42,5,0,4,5,0,8,0,0,0,0,18,5,8
1,15,0,0,43,24,6,0,21,74,840,984,2085,518,3,93,285,229,360,107,9,13,0,0,1122,1,11,1,0,0,0,2,10,1,13,0,301,3,5,1,0,0,2,2,15,9,9,1,3,13,0,11,0,0,0,0,10,9,11
5,453,34,89,784,555,344,72,551,395,5405,10096,15553,6260,145,649,2749,4702,6506,2453,36,88,17,8,8959,54,37,1,0,0,5,28,50,11,81,12,3444,34,53,15,1,4,12,38,71,87,48,12,23,60,2,73,3,1,0,0,89,52,74
1,5,0,1,0,0,3,2,24,46,318,462,458,106,30,204,459,446,251,63,9,32,4,7,673,29,8,0,0,1,3,13,14,9,29,1,640,13,15,1,0,3,10,16,26,30,16,2,10,10,0,13,0,0,0,0,35,16,24
4,496,1,121,955,960,791,118,172,1111,5933,4438,5585,2166,219,2057,3602,3308,6002,1392,14,40,8,2,3834,21,17,1,0,0,1,11,24,5,35,8,2420,24,36,3,2,1,7,30,51,65,24,0,9,21,0,28,2,0,0,0,37,19,28
2,7,0,0,2,2,0,0,29,120,1559,1438,625,195,66,374,512,486,596,273,11,35,5,3,1509,22,11,0,1,0,1,15,15,4,30,2,1126,3,20,3,0,8,4,13,28,33,20,0,9,16,0,25,2,0,0,0,30,15,24
