Food Truck Num,Food Truck Review,0am Food Truck Checkin,4am Food Truck Checkin,8am Food Truck Checkin,12pm Food Truck Checkin,4pm Food Truck Checkin,8pm Food Truck Checkin,0am Food Checkin,4am Food Checkin,8am Food Checkin,12pm Food Checkin,4pm Food Checkin,8pm Food Checkin,0am No Food Checkin,4am No Food Checkin,8am No Food Checkin,12pm No Food Checkin,4pm No Food Checkin,8pm No Food Checkin,Cater,Credit Card,Delivery,Drive-thru,Food Review,Food: 1 Price,Food: 2 Price,Food: 3 Price,Food: 4 Price ,Food: 1 Star,Food: 2 Star,Food: 3 Star,Food: 4 Star,Food: 5 Star,Good for Groups,Good for Kids,No Food Review,No Food: 1 Price,No Food: 2 Price,No Food: 3 Price,No Food: 4 Price,No Food: 1 Star,No Food: 2 Star,No Food: 3 Star,No Food: 4 Star,No Food: 5 Star,Noise: Average,Noise: Loud,Noise: Quiet,Outdoor Seating,Parking: Garage,Parking: Lot,Parking: Street,Parking: Valet,Parking: Validated,Takeout,Waiter Service,Wi-Fi
6,220,0,67,422,445,51,6,156,133,1314,1666,2668,1740,194,200,725,701,1145,679,16,34,8,1,2436,28,10,0,0,0,0,13,18,10,34,0,1195,13,13,2,2,5,12,18,36,41,24,3,5,18,2,11,11,2,1,38,19,28
23,1088,6,142,1580,1008,703,112,1071,746,7445,10341,18287,10053,608,2012,6866,8592,14589,5325,44,125,23,2,14552,53,73,4,0,0,6,36,79,14,109,10,6975,43,64,17,2,13,16,47,96,149,79,19,13,92,35,24,61,11,12,111,80,104
24,1155,13,207,1746,1106,703,100,1088,780,8069,11635,20321,10610,539,2458,8001,9831,15147,4946,52,133,22,5,15990,56,78,4,0,0,8,35,84,16,116,15,7625,41,73,19,0,15,16,50,108,168,85,18,15,98,35,37,59,11,12,118,81,113
1,16,0,0,2,2,1,0,3,30,226,115,131,34,12,92,497,583,781,125,3,4,2,0,252,1,3,0,0,0,0,2,2,0,3,2,498,4,3,0,1,0,0,4,4,7,2,0,1,1,0,2,1,0,0,3,4,3
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24,1098,6,142,1583,1013,704,112,1071,698,7249,10074,18043,9997,602,1985,6573,8231,14277,5250,43,121,22,1,14225,51,71,4,0,0,6,35,77,12,107,10,6735,40,63,16,2,12,17,46,95,141,76,19,12,89,35,21,59,11,12,106,79,100
4,91,0,4,94,244,68,5,51,106,2337,4723,6995,2267,82,610,3243,5172,5190,1068,22,50,5,1,5225,15,25,7,3,0,1,6,39,5,50,7,2702,8,57,32,4,1,5,31,64,62,34,3,11,39,13,27,6,11,2,42,32,43
2,31,0,0,48,64,49,9,12,123,1806,1584,2250,592,14,279,801,796,579,169,14,26,7,1,2028,12,13,1,0,0,0,5,17,6,24,3,837,8,17,1,4,3,4,9,21,49,18,1,6,17,0,23,1,0,0,25,17,23
6,83,2,30,399,367,238,46,2648,2357,28289,34048,48942,20198,2530,6414,16104,20313,23214,10081,63,154,17,2,23580,38,96,17,2,0,3,33,102,19,141,20,10646,45,199,75,27,6,13,82,186,270,105,19,18,121,34,46,75,19,3,133,119,129
4,54,0,4,56,135,2,1,10,37,931,1987,2879,760,31,469,1872,2547,2322,429,15,26,5,1,2322,11,13,1,1,0,1,3,22,1,27,3,1555,8,24,9,3,1,2,20,39,52,16,2,8,20,5,16,3,2,1,25,14,23
2,82,0,0,25,93,61,19,206,133,1398,1698,1958,1054,100,738,1992,2412,2792,1073,17,32,6,2,1794,21,11,0,0,0,2,5,22,3,31,5,2001,25,31,4,1,3,6,31,45,49,19,1,11,14,0,24,0,0,0,32,17,26
6,556,3,148,1339,1309,990,141,387,1138,11337,11150,16918,6308,778,2864,4515,4502,6485,3335,35,76,14,3,10882,26,42,8,0,0,2,14,50,11,67,13,4127,27,84,18,3,2,7,34,73,121,50,4,16,52,5,33,34,4,1,66,54,58
1,14,4,4,40,27,31,4,0,14,258,350,560,147,12,105,379,421,801,58,4,9,0,1,501,2,7,0,0,0,0,4,4,1,9,4,392,0,15,3,2,0,2,8,20,24,8,0,0,5,0,8,0,0,0,9,7,8
1,9,0,0,0,0,0,0,2203,1760,18112,20426,26357,11660,2336,3905,10265,10649,14054,7476,31,82,8,3,11122,18,53,9,0,0,2,22,54,7,74,8,5870,23,102,25,12,2,11,47,91,129,55,11,10,65,16,26,36,10,2,69,64,69
5,63,0,6,61,138,2,3,4,26,772,1155,1481,359,24,330,1036,1447,1040,163,12,21,6,1,1469,11,9,1,0,0,1,2,17,2,21,2,1038,5,17,7,2,1,2,15,33,54,9,1,11,14,0,17,0,1,0,21,10,17
0,0,0,0,0,0,0,0,1,43,112,97,198,78,7,248,218,282,477,136,2,5,1,0,136,2,3,0,0,0,0,2,2,1,5,1,182,0,8,0,0,0,1,2,9,6,5,0,0,4,0,3,0,0,0,5,2,4
0,0,0,0,0,0,0,0,14,149,985,1107,2854,787,33,532,1728,1679,2131,294,7,22,1,0,2242,5,12,3,2,0,0,4,17,1,20,2,1266,5,23,10,0,0,1,8,26,15,16,1,3,17,0,18,0,2,0,18,17,18
5,95,0,6,100,248,68,5,51,106,2337,4723,6995,2267,83,626,3273,5286,5271,1115,22,50,5,1,5225,15,25,7,3,0,1,6,39,5,50,7,2832,9,58,34,5,1,8,36,64,68,34,3,11,39,13,27,6,11,2,42,32,43
0,0,0,0,0,0,0,0,0,0,3,0,34,4,0,0,0,0,0,0,0,1,0,0,42,0,1,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1
3,155,0,32,333,237,94,18,54,83,1693,2511,4245,1231,56,397,1337,1448,1690,446,18,37,5,1,3006,7,28,2,0,0,0,7,26,5,36,7,1575,11,59,11,1,1,5,21,39,79,25,3,6,26,2,27,3,0,0,35,29,32
3,155,0,32,333,237,94,18,57,98,2011,2911,4948,1429,56,506,1556,1575,1748,454,21,46,5,1,3604,8,36,2,0,0,0,8,32,7,43,8,1643,11,60,13,1,1,5,21,41,85,32,4,7,34,2,35,3,0,0,43,37,40
4,87,0,62,233,122,33,5,116,493,3963,4921,4644,1424,77,1296,3577,3790,3636,885,29,57,15,5,3674,35,21,1,0,0,0,15,39,3,54,5,2581,15,52,17,3,2,13,44,64,64,45,5,6,41,0,38,0,0,0,56,28,50
2,234,5,55,380,175,176,29,32,47,604,1074,1493,514,32,1062,1364,1407,1568,568,8,18,2,3,1114,6,11,1,0,0,1,8,8,1,17,4,1124,2,22,3,1,0,1,11,28,27,14,1,1,8,0,12,0,1,0,17,11,15
4,98,0,7,94,160,73,5,105,279,3058,5994,9328,2999,86,631,3549,6153,5593,1251,25,60,2,1,6838,11,35,11,4,0,0,10,47,4,59,11,3422,11,69,36,5,0,8,43,69,65,47,3,7,51,14,36,6,13,2,49,48,54
6,83,2,30,399,367,238,46,2647,2357,28265,33992,48798,20170,2533,6374,15904,20127,22843,9916,62,153,17,2,23573,37,96,17,2,0,3,33,102,18,140,20,10497,45,198,75,27,5,13,81,185,263,104,19,18,120,34,46,75,19,3,132,119,128
5,96,0,64,238,125,33,7,100,331,2919,3969,3744,1183,44,1174,3736,4575,3561,584,24,45,13,5,2937,30,15,0,0,0,0,12,29,4,41,4,2344,14,45,15,3,1,11,36,58,72,34,3,8,33,0,31,0,0,0,45,21,40
4,495,3,118,944,944,790,118,490,1298,10742,10509,16761,6920,759,2548,5336,6491,9597,3703,27,78,15,3,10205,32,40,5,0,0,3,16,50,10,68,14,4064,32,72,16,3,6,8,42,89,111,49,4,16,49,9,35,24,2,0,70,52,56
3,488,1,3,662,917,794,118,199,669,3702,3316,4836,2060,212,2232,3179,3010,5085,1001,10,38,7,3,3166,17,18,1,0,0,1,11,19,7,31,5,1819,23,33,4,2,2,9,30,40,55,18,4,9,19,0,25,0,0,0,35,17,24
2,234,5,55,380,175,176,29,43,74,1084,1858,2719,789,33,1242,2039,2506,2751,728,18,39,8,8,2232,16,22,1,0,0,1,17,19,2,37,6,1863,11,44,0,3,2,5,25,60,54,31,1,5,16,0,29,0,1,0,38,25,35
5,66,0,6,58,130,69,6,24,74,2067,3951,4276,1140,49,508,4032,6087,4717,859,16,33,7,2,3226,18,12,3,0,0,0,1,28,4,31,3,2897,7,38,18,6,2,7,23,66,86,24,2,7,26,8,18,1,2,0,32,22,29
3,155,0,32,333,237,94,18,59,116,2063,2968,5217,1494,68,984,2179,2155,2340,578,21,51,5,1,3844,8,39,4,0,0,0,8,36,8,47,8,2004,11,62,16,1,1,5,21,44,86,36,4,8,37,2,38,3,2,0,47,42,44
5,96,0,64,238,125,33,7,101,331,3045,4179,4007,1270,45,1179,3589,4072,3566,584,25,48,13,5,3108,32,16,0,0,0,0,12,32,4,44,4,2361,14,46,15,3,1,11,37,59,73,37,3,8,34,0,33,0,0,0,48,23,43
1,19,0,0,47,63,48,9,9,255,1980,910,1281,413,18,848,1347,1882,2538,272,4,9,2,0,1083,4,4,1,0,0,0,1,8,2,9,3,784,5,6,0,2,3,2,8,9,35,4,1,3,8,0,9,0,0,0,8,6,9
6,83,2,30,399,367,238,46,2624,2020,27673,33597,49005,20253,2532,6494,16253,20522,23719,10191,62,151,15,2,23813,34,97,17,2,0,3,31,102,18,138,20,10908,43,197,77,27,7,14,85,185,268,104,19,17,119,34,45,75,20,3,130,120,128
1,69,1,2,63,97,50,0,4,182,1026,601,1194,286,33,1014,1295,1223,3908,552,5,11,3,0,770,5,5,1,1,0,0,2,9,2,12,2,545,3,10,1,0,0,1,10,6,13,6,0,5,5,1,7,0,1,0,10,8,10
1,106,0,7,81,150,17,0,7,60,397,246,221,75,77,629,1297,1135,1759,683,0,5,2,0,242,3,3,0,0,0,2,1,6,0,3,0,613,6,15,1,1,1,3,8,13,23,4,0,1,3,0,3,0,0,0,6,2,4
4,87,0,62,233,122,33,5,101,334,3065,4225,4039,1274,78,1273,3776,4228,3764,644,26,51,14,5,3136,33,17,1,0,0,0,12,35,4,47,4,2517,14,47,16,3,2,12,45,59,77,39,3,9,37,0,34,0,0,0,50,25,45
1,67,0,42,159,80,10,3,0,10,258,351,668,125,0,63,230,286,249,83,5,9,3,0,634,3,6,0,0,0,0,1,8,0,8,1,383,2,8,1,1,0,1,4,8,20,6,0,3,7,0,7,1,0,0,8,7,8
3,492,1,121,955,960,791,118,197,666,4865,4098,5642,2188,215,2390,3551,3219,5660,1053,13,38,7,1,3854,18,18,1,0,0,0,10,22,6,32,6,1908,26,36,3,2,2,8,29,45,50,20,2,10,18,0,25,0,0,0,35,19,26
4,87,0,62,233,122,33,5,107,473,3757,4629,4442,1366,71,1180,3165,3371,3206,770,27,54,15,5,3565,32,21,1,0,0,0,14,37,3,52,5,2245,14,46,15,2,2,13,40,53,62,44,4,6,39,0,36,0,0,0,53,27,47
8,157,0,11,149,294,75,8,79,146,3258,6204,9023,2819,79,539,3652,6720,5556,1203,30,65,6,2,6779,20,31,11,3,0,1,8,51,5,63,10,3386,11,78,36,5,1,8,45,80,86,47,3,12,52,14,40,6,12,2,56,43,58
4,98,0,7,94,160,73,5,104,276,3020,5947,9323,2998,86,612,3542,6174,5603,1259,24,59,2,1,6779,10,35,11,4,0,0,10,46,4,58,11,3425,11,68,37,5,1,8,41,69,60,47,3,6,50,14,35,6,13,2,48,47,53
1,106,0,7,81,150,17,0,7,16,152,124,150,55,76,510,1075,859,1235,572,0,3,1,0,129,2,2,0,0,0,1,0,4,0,2,0,539,4,11,4,1,1,1,8,10,19,2,0,0,1,0,2,0,0,0,3,1,2
6,150,0,11,148,293,74,8,105,262,3451,6540,10133,3185,88,579,3505,6208,5576,1222,30,68,4,2,7364,17,37,11,3,0,1,11,51,5,66,11,3409,12,75,38,5,1,8,47,77,72,48,4,12,54,14,44,6,12,2,59,49,62
1,16,0,0,5,6,14,0,8,62,309,325,659,174,3,74,128,202,237,92,3,11,0,1,578,3,7,1,0,0,0,4,7,0,9,1,147,2,2,4,2,0,1,6,6,6,9,0,1,9,0,7,0,0,0,10,8,6
1,15,1,85,66,9,1,2,93,142,1134,1289,2286,1071,27,236,834,1391,1429,331,9,23,1,1,1949,3,14,4,1,0,1,6,14,2,20,4,831,3,27,15,0,1,1,12,32,33,15,1,3,14,3,12,2,6,1,17,15,17
2,47,0,87,187,113,42,3,10,27,403,952,2221,477,165,497,1462,1926,2197,451,11,19,3,3,1184,7,12,0,0,0,0,6,12,1,19,3,1153,8,18,4,2,1,4,16,22,31,14,1,3,14,0,12,0,0,0,19,10,15
4,87,0,62,233,122,33,5,101,334,3065,4225,4039,1274,78,1273,3776,4228,3764,644,26,51,14,5,3136,33,17,1,0,0,0,12,35,4,47,4,2517,14,47,16,3,2,12,45,59,77,39,3,9,37,0,34,0,0,0,50,25,45
3,94,0,5,88,156,73,5,84,275,2916,5745,8861,2733,95,635,3617,6217,5699,1292,23,55,2,1,6473,10,32,10,4,0,0,8,45,3,55,11,3499,11,67,38,5,1,8,40,69,58,45,3,5,47,12,32,6,11,1,47,45,49
5,107,0,9,99,163,73,7,69,269,2812,5505,8104,2360,81,650,3508,5613,4840,1110,21,51,2,1,5894,10,30,9,3,0,0,8,42,2,51,10,3148,11,60,29,5,0,9,37,60,56,41,3,6,45,11,29,6,7,1,45,42,46
4,496,1,121,955,960,791,118,279,1130,6195,4854,6743,2589,212,2142,3855,3599,6150,1458,16,48,9,2,4099,25,21,1,0,0,1,15,27,6,43,8,2383,28,42,3,2,6,8,35,61,77,26,2,12,24,0,33,2,0,0,45,24,32
8,157,0,11,149,294,75,8,52,116,2807,5404,7719,2360,55,474,3751,6597,5284,1047,21,47,4,1,5516,13,25,7,2,0,0,4,39,4,45,8,3204,11,66,32,6,1,8,43,80,91,34,3,8,40,13,27,6,7,2,43,35,44
3,155,0,32,333,237,94,18,57,102,2035,2948,5160,1453,56,519,1670,1714,1782,456,21,48,5,1,3740,8,38,2,0,0,0,8,34,7,45,8,1729,11,61,13,1,1,5,21,42,86,34,4,7,35,2,37,3,0,0,45,39,41
7,102,2,148,698,416,243,46,2649,2031,27744,33685,49188,20312,2533,6518,16324,20605,23905,10198,63,153,15,2,23828,36,97,17,2,0,3,32,102,19,140,20,10925,43,197,77,27,7,14,85,186,268,105,19,17,120,34,45,75,20,3,132,120,129
5,79,2,30,399,367,238,46,2612,2014,27604,33478,48830,20168,2492,6172,15550,19930,22716,9762,61,148,15,1,23838,30,98,17,2,0,2,30,100,18,134,20,10428,40,194,77,27,4,13,80,178,248,101,19,18,116,34,43,75,20,3,127,120,128
0,0,0,0,0,0,0,0,0,5,17,25,90,32,1,9,71,126,119,31,2,4,0,1,121,2,2,0,0,0,0,2,2,0,3,1,113,0,3,3,1,0,0,5,9,7,3,0,1,0,0,1,0,0,0,4,1,3
1,17,1,1,7,6,7,2,10,220,687,606,974,268,2,14,108,129,134,22,6,17,1,2,947,10,5,0,0,0,2,1,10,4,13,1,286,6,3,2,0,0,4,3,7,15,8,1,5,5,0,10,0,0,0,15,8,11
1,15,1,85,66,9,1,2,93,143,1140,1293,2373,1088,26,162,828,1440,1460,326,9,24,1,1,2018,3,14,4,2,0,1,7,14,2,21,4,835,3,27,16,0,1,1,13,33,33,16,1,3,15,3,13,2,7,1,17,16,18
5,79,2,30,399,367,238,46,2620,2017,27575,33443,48798,20171,2498,6188,15741,20168,22937,9808,61,147,15,1,23770,29,98,17,2,0,3,30,100,17,134,19,10734,39,196,77,27,6,15,82,179,262,100,19,18,116,34,42,75,20,3,126,120,127
1,14,0,0,15,24,3,0,40,76,1004,1326,1796,428,193,661,1979,3353,4502,1196,5,19,2,3,971,10,9,0,0,0,0,6,10,3,18,0,1315,9,20,4,3,2,5,20,22,24,13,1,4,14,1,12,0,1,0,16,8,14
2,17,0,2,16,11,0,0,14,51,515,654,407,142,64,636,529,592,630,282,7,21,3,2,504,15,5,1,0,0,1,10,10,1,19,2,794,7,15,3,0,6,6,7,18,18,9,0,9,11,0,13,0,2,0,18,9,14
2,99,0,23,81,97,2,3,101,47,830,1275,1521,619,42,112,357,407,619,233,6,29,7,5,1231,22,8,0,0,0,1,13,14,5,24,3,709,14,6,2,0,3,3,5,12,30,13,1,11,12,0,17,0,0,0,28,9,20
1,63,0,0,11,57,45,7,35,108,942,1123,1179,412,60,393,1239,1788,1752,826,14,26,4,3,1171,18,8,0,0,0,3,5,16,2,24,4,1553,20,17,5,0,1,6,17,36,42,14,0,12,11,0,18,1,0,0,26,12,22
2,104,0,23,95,132,28,5,101,56,890,1345,1682,639,38,177,585,907,803,235,7,31,7,5,1331,23,8,1,0,0,1,14,15,5,26,3,849,14,7,2,0,2,3,5,16,31,15,1,10,13,0,18,0,2,0,29,10,22
3,134,0,38,208,281,47,20,5,88,1220,1333,1096,275,34,260,980,1364,1043,220,12,22,1,4,1232,12,10,0,0,0,1,8,13,1,22,7,492,5,10,1,0,1,6,9,21,11,15,1,4,14,0,15,0,0,1,22,10,17
2,17,0,2,16,11,0,0,110,218,2656,3093,2636,1139,69,577,648,715,503,261,16,39,9,3,3685,26,14,0,0,0,1,15,21,7,31,9,913,16,18,4,0,4,7,6,20,33,20,0,16,18,0,29,0,0,0,37,14,28
1,112,0,185,271,32,2,1,20,91,1438,1680,2017,541,262,592,2780,3948,3444,632,13,28,1,4,1491,19,10,0,0,0,3,10,14,2,26,3,1471,13,23,4,2,2,5,23,34,30,16,2,6,17,0,17,0,0,0,28,11,19
6,491,39,88,814,654,374,66,522,242,3488,5568,7740,3677,145,711,1784,2064,3080,1319,24,60,11,8,5670,46,17,1,0,0,4,18,37,8,57,10,1961,21,28,6,1,2,6,23,43,46,34,11,14,43,3,47,3,0,0,62,33,49
1,3,0,2,5,10,0,0,0,34,213,223,44,4,29,460,1247,1062,1337,556,1,6,1,0,104,6,0,0,0,0,0,2,3,1,5,0,910,4,4,0,0,2,2,6,12,8,4,0,1,4,0,4,0,0,0,5,1,2
1,55,0,1,52,131,87,16,157,85,995,1550,2206,1078,113,662,1512,1311,1774,884,9,20,3,2,1747,12,8,0,0,0,1,2,13,4,19,4,1291,17,25,0,0,1,6,10,29,45,10,2,5,14,1,15,1,0,0,20,11,14
2,80,0,0,82,163,82,4,76,66,1418,2171,2146,818,235,646,2429,3678,3337,634,9,25,4,6,1533,15,9,0,0,0,2,11,12,0,23,3,1445,6,23,5,0,3,3,18,32,21,16,1,3,16,0,15,0,0,0,24,11,19
2,33,1,23,51,30,8,3,14,34,628,851,1298,361,9,146,455,792,725,259,7,22,4,1,1093,8,14,0,0,0,0,2,18,2,21,1,588,10,15,1,0,0,3,4,20,14,14,1,6,10,0,18,0,0,0,22,16,14
3,134,0,38,208,281,47,20,20,92,1372,1742,1632,505,48,279,1127,1478,1191,306,15,28,1,5,1418,16,12,0,0,0,2,10,15,1,27,7,642,7,13,1,1,2,6,13,25,18,18,2,5,18,0,19,0,0,1,28,13,23
1,19,0,0,14,36,16,12,222,69,841,1368,2003,1071,95,597,1647,2057,2424,723,12,30,3,2,1524,17,13,0,0,0,2,10,17,1,27,7,1492,23,28,6,1,2,8,29,36,45,16,2,9,13,0,23,0,0,0,30,17,21
7,222,38,41,313,336,116,31,1399,292,5703,9582,12674,6368,613,1258,3816,5170,6942,3659,44,117,25,5,11163,65,54,1,0,0,5,35,77,8,98,23,4414,27,60,15,1,6,13,33,59,75,66,17,22,92,16,48,44,2,2,118,59,93
1,25,1,2,28,46,67,24,68,152,2157,4756,8084,2773,59,162,1616,3368,4735,1809,8,26,2,2,2864,12,14,1,0,0,1,9,15,2,25,1,1896,9,33,10,0,2,4,22,34,54,16,3,4,19,0,24,0,1,0,26,15,22
9,510,39,93,888,699,385,66,1259,280,4529,8351,11439,5996,544,962,2920,3716,5756,3175,35,103,19,6,8875,67,38,1,0,0,5,33,65,7,87,16,3156,27,42,13,1,4,10,26,48,53,58,20,20,80,9,47,30,1,1,105,51,81
3,115,1,23,102,134,30,7,9,49,389,858,1054,330,46,227,1153,2503,1973,520,7,30,2,3,847,19,9,1,0,1,3,17,7,3,25,5,1296,12,38,5,2,3,8,19,41,20,15,3,5,7,0,15,0,2,0,28,10,20
3,134,0,38,208,281,47,20,17,97,1351,1725,1549,469,248,637,1976,2335,2338,535,16,31,2,5,1439,19,12,0,0,0,3,10,16,2,29,8,960,10,16,2,1,3,8,17,30,23,18,2,6,18,0,19,0,0,1,31,13,22
1,72,0,0,80,200,52,2,11,9,112,378,421,108,15,157,481,461,392,152,6,10,3,0,405,4,5,0,0,0,1,4,4,1,7,1,645,2,18,3,0,1,4,8,25,17,2,0,6,2,0,7,0,0,0,10,5,7
1,20,0,45,89,16,4,0,82,72,631,1088,1381,432,32,295,868,1181,1483,379,11,27,3,3,1154,18,9,0,0,0,0,10,17,0,25,6,1207,11,19,0,1,1,4,8,25,32,19,0,5,17,0,19,0,0,0,27,10,21
3,134,0,38,208,281,47,20,9,88,1337,1613,1419,386,34,263,995,1379,1073,227,14,25,1,4,1315,14,11,0,0,0,1,8,15,1,24,7,531,7,12,1,0,2,6,10,22,13,16,2,4,16,0,18,0,0,1,25,11,20
3,400,33,87,722,436,245,37,442,236,3504,5927,9221,3974,96,363,1657,2312,3339,1122,25,60,13,6,6452,39,24,1,0,0,4,16,38,8,57,9,2033,21,28,9,1,2,7,24,42,50,35,10,15,43,2,51,3,0,0,63,37,53
8,455,39,92,836,568,298,50,952,245,3847,7147,9615,4832,498,848,2754,3714,5333,2616,37,97,18,7,7640,62,37,1,0,0,6,33,58,7,84,15,3250,29,43,12,1,3,13,30,57,54,51,19,20,75,10,49,25,1,1,100,50,77
4,130,1,7,171,260,78,5,1236,365,5880,9030,11682,5777,592,1195,3542,4906,6651,3634,36,101,19,2,10471,51,50,1,0,0,3,31,66,6,84,23,4085,21,53,13,1,5,12,30,50,70,59,14,15,82,15,37,43,2,2,101,50,79
0,0,0,0,0,0,0,0,17,48,787,1288,2076,567,30,399,878,1278,1508,326,8,21,3,2,1391,10,12,0,0,0,0,8,14,0,20,2,1317,11,23,2,2,0,3,12,25,33,17,0,3,14,0,12,0,0,0,22,12,18
2,125,1,4,113,226,67,5,1040,315,5078,7086,8349,4259,534,713,1977,3031,3728,2560,27,80,17,5,8247,47,35,0,0,0,4,25,48,9,64,18,3257,26,48,9,1,7,10,23,34,57,39,8,25,53,9,40,27,1,2,78,33,60
2,33,1,23,51,30,8,3,14,34,628,851,1298,361,9,146,456,794,725,259,7,22,4,1,1093,8,14,0,0,0,0,2,18,2,21,1,592,10,15,1,0,0,3,4,21,14,14,1,6,10,0,18,0,0,0,22,16,14
8,250,38,41,347,409,148,42,1418,275,4885,8358,11261,5773,621,1332,4028,5475,7067,3592,42,118,22,6,9566,69,52,1,0,0,7,37,76,6,100,21,4533,33,60,16,1,4,15,39,65,70,69,18,21,92,16,50,44,2,2,120,61,95
4,130,1,7,171,260,78,5,1236,365,5880,9030,11682,5777,592,1195,3542,4906,6651,3634,36,101,19,2,10471,51,50,1,0,0,3,31,66,6,84,23,4085,21,53,13,1,5,12,30,50,70,59,14,15,82,15,37,43,2,2,101,50,79
6,446,39,92,803,557,296,50,430,188,2840,4584,6375,2980,113,684,2079,2192,2733,872,23,56,12,5,4951,39,20,0,0,0,4,19,33,6,49,10,1807,21,23,7,1,2,10,17,40,37,32,10,12,35,2,42,3,0,0,58,32,46
5,459,33,88,806,576,332,53,264,101,1357,2218,2998,1615,101,474,1407,1690,2707,1189,18,40,10,3,2332,29,12,0,0,0,2,12,24,6,37,5,1653,15,27,4,0,1,6,14,39,48,21,6,10,30,2,25,4,0,0,41,21,31
4,130,1,7,171,260,78,5,1261,360,5934,8946,11648,5822,589,1269,3513,4747,6458,3616,35,100,20,2,10372,51,49,1,0,0,3,28,68,5,82,24,4032,24,50,12,1,6,12,31,43,66,58,13,17,77,15,37,43,2,2,98,48,78
9,510,39,93,888,699,385,66,1156,295,4642,8644,11645,5835,555,1038,3023,3781,5817,3169,36,107,18,8,9053,70,39,1,0,0,6,36,63,9,90,18,3268,31,42,14,1,4,14,27,53,55,58,21,21,80,9,52,27,1,1,109,54,83
2,30,1,2,37,48,28,4,19,40,416,957,1573,434,70,305,1306,2693,2319,732,6,31,4,4,1292,22,10,0,0,1,5,19,8,0,25,7,1305,14,42,6,3,3,9,25,37,12,15,4,8,6,0,18,1,1,0,32,12,20
8,250,38,41,347,409,148,42,1426,277,4675,8019,10531,5566,605,1217,3689,4953,6587,3415,39,115,20,8,9168,71,47,1,0,0,7,37,73,6,96,20,4375,35,61,15,1,5,16,40,61,66,66,19,22,88,14,49,41,2,2,117,57,93
8,277,38,42,365,467,203,47,1377,284,5624,9456,12477,6335,622,1383,4057,5374,7590,4298,43,116,25,4,10903,65,53,1,0,0,5,35,76,8,97,22,4735,28,62,15,1,6,12,34,60,77,66,17,21,93,16,47,44,2,2,117,57,93
8,455,39,92,836,568,298,50,952,245,3847,7147,9615,4832,498,848,2754,3714,5333,2616,37,97,18,7,7640,62,37,1,0,0,6,33,58,7,84,15,3250,29,43,12,1,3,13,30,57,54,51,19,20,75,10,49,25,1,1,100,50,77
