0am Food Checkin,4am Food Checkin,8am Food Checkin,12pm Food Checkin,4pm Food Checkin,8pm Food Checkin,0am Food Truck Checkin,4am Food Truck Checkin,8am Food Truck Checkin,12pm Food Truck Checkin,4pm Food Truck Checkin,8pm Food Truck Checkin,0am No Food Checkin,4am No Food Checkin,8am No Food Checkin,12pm No Food Checkin,4pm No Food Checkin,8pm No Food Checkin,Cater,Credit Card,Delivery,Drive-thru,Food Review,Food Truck Num,Food Truck Review,Food: 1 Price,Food: 2 Price,Food: 3 Price,Food: 4 Price ,Food: 1 Star,Food: 2 Star,Food: 3 Star,Food: 4 Star,Food: 5 Star,Good for Groups,Good for Kids,No Food Review,No Food: 1 Price,No Food: 2 Price,No Food: 3 Price,No Food: 4 Price,No Food: 1 Star,No Food: 2 Star,No Food: 3 Star,No Food: 4 Star,No Food: 5 Star,Noise: Average,Noise: Loud,Noise: Quiet,Outdoor Seating,Parking: Garage,Parking: Lot,Parking: Street,Parking: Valet,Parking: Validated,Reservation,Takeout,Waiter Service,Wi-Fi
26,182,176,197,452,187,0,0,0,0,0,0,64,51,298,532,560,298,2,11,0,1,528,0,0,2,5,2,2,0,3,2,5,1,9,1,351,2,6,3,1,0,1,4,11,6,3,2,5,5,2,4,0,2,0,0,6,7,8
56,68,999,1265,1848,577,0,20,115,43,30,4,25,726,1714,1828,2110,540,14,37,8,6,1168,2,26,19,18,0,0,0,3,11,22,1,31,1,886,10,26,6,0,0,5,20,24,20,22,4,6,16,0,23,0,0,0,0,36,17,30
17,13,208,351,497,135,0,0,0,0,0,0,25,324,607,279,268,170,4,14,3,2,329,0,0,8,5,0,0,0,0,7,6,1,9,0,170,7,5,0,0,0,3,6,7,11,9,0,2,5,0,8,1,0,0,0,14,5,10
0,56,236,186,191,56,0,0,0,0,0,0,5,88,333,442,384,91,4,14,3,1,292,0,0,9,4,0,0,0,3,3,7,1,12,0,449,0,13,2,0,0,1,6,16,19,8,0,2,7,0,5,0,0,0,0,14,5,10
7,64,365,599,946,212,1,0,19,43,17,9,14,65,379,267,242,48,5,17,4,2,789,1,22,9,9,0,0,0,2,4,11,2,15,0,517,6,15,3,1,2,4,15,13,39,10,0,3,7,0,10,0,0,0,0,18,9,12
100,44,821,1233,1542,603,0,21,65,86,2,3,42,96,352,445,614,213,6,28,6,5,1239,1,85,21,8,0,0,0,1,13,13,5,24,3,672,14,5,2,0,1,3,4,16,29,12,1,11,12,0,16,0,0,0,0,27,9,19
0,0,4,13,34,7,4,4,40,27,31,4,1,67,131,66,80,0,1,1,0,0,62,1,14,0,1,0,0,0,0,0,0,1,1,0,158,0,4,3,1,0,1,3,6,15,1,0,0,0,0,1,0,0,0,0,1,1,1
18,159,739,733,1035,341,0,0,0,0,0,0,51,144,415,511,619,486,12,27,7,0,959,0,0,13,13,0,0,0,0,10,13,4,23,0,614,6,12,0,0,0,4,11,16,27,12,2,9,12,0,15,0,0,0,0,25,14,18
16,44,663,902,1024,146,0,0,0,0,0,0,38,214,1220,1823,1645,437,4,29,1,5,844,1,14,23,6,0,0,0,4,13,13,2,28,2,675,9,15,3,0,0,7,16,30,16,13,2,7,9,0,12,0,0,0,0,30,8,19
2,8,306,548,687,141,0,0,0,0,0,0,7,31,184,417,213,23,4,7,1,0,455,0,0,5,2,0,0,0,0,3,4,0,6,0,260,1,7,0,0,0,0,5,13,13,5,0,1,6,0,6,0,0,0,0,7,2,6
5,92,420,300,131,43,0,0,3,5,1,0,115,63,301,362,506,355,7,20,4,1,428,1,10,21,1,0,0,0,0,6,10,7,20,0,528,9,2,1,1,1,8,6,11,19,12,0,6,7,0,9,1,0,0,0,21,11,15
2,5,436,656,843,175,0,0,2,9,2,0,13,273,790,930,661,72,7,10,5,0,675,1,8,7,3,0,0,0,0,3,6,1,9,0,508,2,7,5,2,0,1,4,14,16,8,1,1,7,0,6,0,0,0,0,10,6,9
288,132,1834,3228,4889,2340,39,87,728,450,255,39,51,342,957,1039,1415,554,17,34,10,3,3371,4,408,27,10,0,0,0,3,12,19,6,32,4,967,8,15,5,1,1,2,7,22,16,20,6,9,26,2,25,2,0,0,0,36,19,30
34,106,694,1227,2384,599,0,0,0,0,0,0,58,443,1209,1411,1468,387,13,27,7,1,1622,0,0,10,16,1,0,0,0,7,18,2,21,3,1075,11,17,1,1,0,1,8,25,24,14,0,9,15,0,18,0,0,0,0,26,14,20
1220,359,5651,8498,10803,5453,1,7,171,260,78,5,591,1078,3221,4636,6361,3600,32,93,16,2,10007,4,130,46,47,1,0,0,3,25,63,5,76,22,4082,20,54,11,1,5,11,30,45,71,54,13,14,74,14,33,43,2,2,0,93,46,73
4,6,401,609,791,71,0,0,0,0,0,0,2,10,81,85,87,2,5,14,2,2,758,1,6,11,3,0,0,0,2,2,9,1,9,4,149,4,6,1,0,0,5,4,10,10,10,0,3,2,0,9,0,0,0,0,14,10,10
2,16,340,273,644,123,0,0,30,18,15,0,14,235,654,918,989,312,3,11,4,0,547,1,41,6,5,1,0,0,0,5,6,1,11,1,334,4,14,1,1,0,3,6,6,14,9,1,0,7,0,9,0,0,0,0,9,10,8
6,170,1444,1105,1726,413,0,0,2,14,5,0,14,162,535,425,513,120,9,24,2,2,1801,3,26,19,8,0,0,0,1,6,16,6,21,3,569,10,8,1,1,1,5,12,29,26,14,1,9,13,0,19,1,0,0,0,27,12,22
66,123,1071,1183,1668,428,0,0,20,36,21,6,39,224,777,1200,1074,304,11,31,2,6,1181,1,35,18,13,0,0,0,1,10,17,3,29,3,976,23,23,7,0,3,8,26,39,26,24,3,1,14,0,19,0,0,0,0,30,12,24
2,24,404,497,391,13,1,22,57,36,1,0,9,111,173,138,111,46,4,7,2,0,431,1,40,4,2,0,0,0,0,2,1,4,5,1,296,0,6,0,0,1,1,4,8,19,3,0,1,3,0,3,0,0,0,0,6,1,4
3,21,123,133,193,52,0,0,0,0,0,0,11,289,547,388,608,189,2,9,1,2,192,0,0,8,1,0,0,0,0,4,4,1,7,0,158,3,6,1,0,0,3,5,7,5,3,1,4,1,0,5,1,0,0,0,8,2,5
6,98,174,192,260,104,0,0,3,4,0,0,18,92,298,457,579,187,6,16,7,3,300,1,23,15,1,0,0,2,1,6,8,1,12,0,620,11,14,0,0,1,3,6,19,17,10,2,3,3,0,6,0,0,0,0,17,5,14
63,60,678,1200,1249,545,0,0,0,0,0,0,41,492,1615,1873,1871,355,12,32,5,6,814,0,0,20,12,0,0,0,0,15,16,1,29,5,806,12,18,3,0,0,7,26,22,21,15,2,10,6,0,22,1,0,0,0,30,15,22
38,15,635,1016,1089,478,0,26,89,26,9,0,26,446,1195,1198,1340,367,3,9,3,2,702,1,42,6,3,0,0,0,0,1,8,0,8,2,684,4,11,3,0,1,3,9,10,10,8,1,0,7,0,6,0,0,0,0,9,4,9
2,16,203,277,392,71,0,0,0,0,0,0,1,48,178,289,346,56,3,13,0,0,496,0,0,5,8,0,0,0,0,4,9,0,12,2,167,2,4,7,1,0,0,4,10,11,7,0,3,9,0,9,0,0,0,0,13,8,7
17,52,991,1260,1919,515,1,23,51,30,8,3,16,471,881,1154,1245,310,12,34,7,1,1857,2,33,16,19,0,0,0,0,5,28,2,30,3,1025,21,27,3,1,0,6,15,35,42,22,0,10,20,0,26,0,0,0,0,35,20,25
48,123,1086,1449,2717,703,0,0,0,0,0,0,30,62,557,1094,1084,322,18,40,6,3,2329,0,0,14,25,0,0,0,4,7,27,2,38,5,814,14,22,6,1,0,4,19,40,19,29,4,4,17,0,29,0,0,0,0,36,24,33
23,174,788,656,672,200,0,10,99,114,2,2,11,180,332,192,144,57,3,16,0,7,515,2,68,12,4,0,0,0,0,4,11,1,14,0,431,6,1,1,0,2,4,6,12,15,7,0,6,4,0,9,0,0,0,0,16,8,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,140,871,1441,2993,766,0,0,58,82,28,11,16,179,950,1533,1330,370,15,42,2,3,1337,1,35,12,30,2,0,0,2,22,19,3,40,1,649,9,19,6,0,0,11,21,30,17,27,5,6,21,0,32,1,0,0,0,41,29,33
140,68,1002,2654,4986,1884,0,13,114,67,21,2,82,417,1138,1819,1718,612,12,24,5,1,3217,3,152,11,13,1,0,0,0,5,17,3,21,4,1679,11,27,5,0,1,3,12,34,36,16,4,3,19,0,19,1,4,0,0,23,13,21
3,20,551,874,1326,328,0,2,49,130,1,1,15,327,819,747,1383,203,9,16,4,1,1148,1,43,8,7,1,0,0,1,2,13,1,17,2,586,5,13,5,1,0,2,11,17,22,9,1,6,11,0,13,0,1,0,0,16,6,14
76,66,605,729,890,306,0,4,27,28,28,3,12,153,370,377,355,98,8,24,6,1,903,2,75,18,4,0,1,0,3,8,11,3,17,4,315,4,16,0,1,1,1,10,14,13,11,2,6,7,0,12,0,0,0,0,22,9,16
12,43,496,783,1237,257,0,0,19,25,30,4,33,517,1262,1456,999,255,7,36,6,5,706,1,21,17,18,0,0,0,7,12,17,3,32,0,511,8,25,1,0,0,7,20,26,18,23,3,3,19,0,19,0,0,0,0,35,14,19
124,60,788,1665,2937,1544,0,0,0,0,0,0,73,113,1303,2346,3540,947,5,30,3,3,1678,0,0,9,20,0,0,0,3,13,13,2,28,0,1049,3,23,9,0,2,2,12,24,15,13,6,4,19,0,18,3,0,0,0,28,19,20
7,104,877,613,776,159,0,0,0,0,0,0,13,137,528,522,450,105,10,35,6,3,1037,0,0,20,13,0,0,1,4,11,18,3,31,2,610,10,19,4,0,0,3,13,20,36,19,0,11,6,0,18,0,0,0,0,34,22,25
9,222,576,525,510,130,0,16,12,8,2,1,402,7604,11701,11155,12366,5702,5,29,1,1,622,1,9,12,17,1,0,0,14,6,9,3,15,1,2168,6,9,0,1,4,10,14,14,13,15,6,4,0,4,3,0,0,0,0,25,12,20
0,30,248,103,66,14,0,0,2,2,1,0,16,79,461,527,763,107,2,2,1,0,215,1,16,0,2,0,0,0,0,0,2,0,2,0,490,1,3,0,1,0,1,2,3,10,2,0,0,2,0,2,0,0,0,0,2,2,2
4,15,119,193,267,72,0,0,0,0,0,0,2,33,130,136,115,30,6,19,6,1,247,0,0,13,4,2,0,0,3,4,14,1,19,0,145,6,4,0,0,0,0,5,11,7,7,0,8,3,0,8,0,0,0,0,21,10,11
175,13,130,320,757,211,0,0,0,0,0,0,76,290,775,882,761,162,3,11,3,2,409,1,5,7,3,0,0,0,1,5,5,0,7,1,547,6,10,1,0,1,1,7,23,28,2,0,2,2,0,4,0,0,0,0,10,2,4
32,111,672,409,788,282,2,26,21,9,4,0,20,94,304,364,455,182,3,13,2,0,736,1,21,6,7,0,0,0,1,4,6,2,12,2,375,14,9,0,0,1,1,9,13,24,8,0,3,3,0,9,0,0,0,0,13,8,9
22,40,498,783,883,284,0,0,0,0,0,0,8,509,1115,1066,1415,342,7,14,3,0,677,0,0,6,7,0,0,0,0,3,11,1,11,1,679,5,11,3,1,0,2,9,28,9,8,2,2,10,0,10,0,0,0,0,13,6,12
9,23,417,466,740,181,0,0,6,6,4,0,2,84,290,329,339,60,8,19,1,2,720,1,7,5,12,0,0,0,1,7,11,0,17,0,361,3,18,2,0,1,5,8,20,18,13,3,0,12,0,10,0,0,0,0,17,10,13
3,10,333,628,840,175,0,1,67,112,59,1,75,116,545,680,687,502,4,12,1,1,1263,1,147,11,2,0,0,0,3,1,6,3,11,3,651,12,15,1,0,0,5,7,21,26,7,0,2,2,0,8,0,0,0,0,13,4,9
32,34,683,1054,2031,559,0,2,95,145,169,27,19,206,936,1115,1574,528,9,19,2,3,1282,1,84,10,9,0,0,0,1,3,15,1,18,0,846,8,25,6,0,2,5,15,27,32,14,1,2,11,0,15,0,0,0,0,19,11,17
25,16,102,313,605,186,0,0,0,0,0,0,25,129,507,686,863,239,5,10,1,1,500,0,0,4,6,0,0,0,0,4,6,0,10,3,521,4,13,0,0,2,1,3,15,17,6,0,3,3,0,8,0,0,0,0,10,6,8
53,235,1149,2231,3036,723,2,15,117,157,81,13,50,344,1168,1398,1058,263,24,50,8,4,2460,5,107,27,21,0,0,1,1,19,26,4,45,3,878,7,36,9,0,1,5,25,39,35,32,3,7,32,0,33,0,0,0,0,50,24,39
212,34,658,1203,3109,1179,0,0,0,0,0,0,37,1811,2163,1740,2945,458,5,15,1,3,1457,0,0,6,9,0,0,0,1,2,12,1,14,4,604,7,15,2,0,2,2,14,15,22,9,1,2,10,0,10,0,1,0,0,15,9,10
33,25,206,243,191,99,0,0,0,0,0,0,17,82,430,640,1262,212,1,6,1,4,108,0,0,6,0,0,0,0,3,3,1,1,6,0,234,1,2,1,0,0,1,4,4,7,4,0,0,2,0,2,0,0,0,0,7,0,1
7,26,299,202,259,44,0,0,0,0,0,0,7,8,86,117,162,119,9,15,5,1,414,0,0,12,4,0,1,0,2,5,11,2,13,4,322,6,3,1,0,1,2,6,12,21,9,0,4,7,0,8,0,0,0,0,17,8,10
22,293,1909,1960,3014,646,0,185,271,32,2,1,18,145,1185,1949,1461,222,11,29,4,3,2101,1,112,15,14,2,0,0,1,9,21,0,26,3,949,6,18,4,1,0,2,11,24,25,19,3,3,15,0,20,0,0,0,0,29,14,23
10,222,709,658,1025,291,1,1,7,6,7,2,22,135,334,356,349,226,8,22,3,3,1007,1,17,13,7,0,0,0,2,3,13,4,17,1,558,16,9,2,0,0,4,6,22,21,12,1,6,6,0,11,0,0,0,0,20,10,14
147,329,1574,1934,4148,1603,0,0,15,15,25,2,90,1062,2038,1944,3403,963,11,32,4,2,4122,1,39,13,12,5,1,0,1,2,21,8,27,8,1748,10,30,12,1,0,2,13,32,63,24,0,6,15,0,25,3,4,0,0,29,17,27
88,89,1112,1547,2061,547,0,0,0,0,0,0,27,144,803,1078,690,248,14,36,6,5,1854,1,12,25,10,1,0,0,1,13,18,6,31,1,774,15,15,2,0,1,8,14,36,22,21,2,8,8,0,25,0,0,0,0,35,14,28
750,228,3681,5632,10764,6218,6,104,634,583,126,48,319,1467,4497,5999,11222,3154,27,81,14,1,7952,15,520,36,45,3,0,0,3,26,50,8,71,7,4548,18,43,11,2,12,13,32,74,88,44,16,8,52,24,12,36,11,10,0,70,47,65
59,116,2111,3062,5353,1512,0,32,333,237,94,18,69,1003,2235,2204,2368,582,22,52,5,1,3918,3,155,8,40,4,0,0,0,8,37,8,48,8,2102,11,63,16,1,1,5,23,44,93,37,4,8,38,2,39,3,2,0,0,48,43,45
19,24,328,464,728,159,0,0,0,0,0,0,3,39,227,234,184,48,8,14,3,1,603,0,0,12,3,0,0,0,1,2,11,2,12,1,328,3,10,0,0,1,0,6,14,23,6,0,8,2,0,9,0,0,0,0,15,7,12
1245,746,10502,11870,12446,5817,0,0,0,0,0,0,1486,2646,5858,3964,4866,3566,10,34,1,0,5174,0,0,3,25,5,0,0,0,10,24,1,31,1,2272,6,46,11,5,0,3,15,29,58,22,7,3,28,5,6,24,6,1,0,28,29,30
9,11,183,320,684,169,0,0,0,0,0,0,22,98,352,342,315,128,4,19,5,1,500,1,12,12,4,1,0,0,4,4,8,3,15,3,558,8,14,1,2,1,2,6,31,22,11,1,4,6,0,9,0,0,0,0,18,12,15
202,332,3351,4394,7148,2685,2,64,273,163,22,7,34,719,1240,1429,1964,335,17,37,4,2,3920,4,140,22,15,1,0,0,1,5,26,6,29,6,1010,16,16,4,1,1,2,10,28,32,25,2,7,24,0,32,0,4,0,0,37,13,29
80,105,1108,2002,2785,1216,0,0,0,0,0,0,46,212,700,690,772,385,10,23,3,3,2836,0,0,13,10,0,0,0,2,6,14,1,18,3,702,7,10,1,0,0,2,13,13,16,20,0,1,15,0,16,2,2,0,0,22,10,18
162,84,1306,2024,2338,1074,0,0,34,73,32,11,34,231,529,625,748,235,11,31,4,3,2510,1,28,17,14,0,0,0,2,11,15,3,26,8,809,21,11,1,0,1,7,13,24,21,15,4,9,17,1,26,1,0,0,0,30,20,24
20,138,679,549,393,163,1,3,93,237,87,9,27,213,992,1368,1311,440,6,16,5,3,657,3,87,10,7,0,0,0,2,4,10,1,12,3,1061,6,20,0,1,2,8,21,26,30,11,0,4,7,0,10,0,0,0,0,17,9,13
11,28,176,253,318,104,0,0,3,0,1,0,14,215,1445,1006,906,206,3,11,1,2,283,1,7,6,4,0,0,0,2,3,7,0,8,0,345,4,9,1,0,0,3,6,10,19,4,1,0,5,0,4,0,0,0,0,10,2,4
1,4,113,148,626,210,0,6,83,91,50,1,17,85,277,398,415,168,1,5,0,0,546,2,23,0,2,2,1,0,0,0,5,0,5,0,591,0,0,4,2,0,0,2,5,12,2,0,3,5,2,2,0,4,0,0,2,5,5
162,177,2438,4019,5132,1521,0,0,0,0,0,0,33,585,1960,2661,2837,648,25,57,14,4,4359,0,0,36,21,0,0,0,4,12,43,2,50,9,2139,20,28,6,0,6,12,33,54,64,40,2,12,19,0,39,0,0,0,0,56,30,44
41,61,1197,2822,5025,1467,0,2,103,146,201,34,40,372,2535,4141,4434,1201,20,52,5,8,2819,3,114,26,24,1,0,0,4,14,31,3,50,0,1744,14,40,15,0,1,6,29,42,38,34,5,3,31,0,35,3,0,0,0,49,27,39
71,138,1674,2373,2511,858,0,2,20,15,2,0,133,863,2546,3007,2966,785,25,56,13,8,2042,3,34,35,21,1,0,0,0,24,30,4,52,6,1689,27,28,5,1,2,12,41,46,42,31,2,16,19,1,43,2,0,0,0,56,25,37
159,698,3671,4499,5977,2540,0,0,54,60,3,0,131,474,1562,1806,2215,1097,17,40,6,5,5393,1,40,27,13,0,0,0,2,8,26,5,34,5,1612,20,27,2,0,1,6,24,38,28,30,1,4,25,0,27,4,2,0,0,38,15,29
1697,735,11376,15561,21455,8258,0,0,0,0,0,0,751,1222,6062,11275,13713,3694,25,70,7,0,9207,1,9,18,45,7,2,0,2,13,57,2,65,9,5018,17,74,50,17,0,12,48,99,85,48,11,6,56,16,33,12,13,0,0,65,52,62
68,67,1606,2420,3172,1004,0,19,145,174,66,9,66,254,1197,1540,1446,576,12,65,3,8,2084,4,143,32,31,0,0,0,2,26,35,3,59,6,1314,23,50,7,1,2,15,37,45,33,42,4,5,17,0,42,1,0,0,0,58,30,41
67,379,3542,2992,5531,1565,1,9,206,334,118,9,319,2201,5313,6387,9218,2180,13,48,6,3,3679,4,208,19,22,4,4,0,1,11,31,10,45,4,3151,19,50,9,5,5,7,39,48,64,27,3,13,31,4,34,0,6,0,0,40,28,38
4,11,185,185,915,304,0,6,83,91,50,1,48,493,1127,1239,1237,334,1,9,0,0,825,2,23,0,3,4,2,0,0,2,7,0,9,0,1439,0,0,12,3,0,0,4,14,16,5,0,4,9,2,6,0,6,0,0,4,9,9
97,67,793,1264,1635,390,0,0,77,143,48,9,65,722,2218,2570,2283,524,21,53,8,6,1567,6,120,38,15,0,0,1,4,17,28,5,44,2,1586,36,29,5,1,3,6,41,62,68,29,1,11,20,1,27,0,0,0,0,52,22,36
993,2321,21976,22139,32336,13132,2,148,698,416,243,46,1945,6153,12482,11488,14008,7434,49,116,15,2,18492,7,102,31,70,13,0,0,2,26,72,18,104,16,7455,41,159,37,10,6,9,55,128,218,79,9,19,87,18,38,63,9,3,0,98,90,94
146,85,1017,1967,3307,1663,0,0,1,3,0,0,107,407,2031,3238,3929,1043,8,47,7,9,1960,1,5,22,24,0,0,0,3,18,25,2,43,0,1335,9,32,10,0,3,4,22,34,22,23,6,8,24,0,25,3,0,0,0,45,23,29
3,58,279,342,489,114,0,0,0,0,0,0,3,395,652,542,474,60,4,6,0,0,559,0,0,0,6,0,0,0,0,1,4,1,6,1,341,1,6,3,0,0,0,2,7,18,5,0,1,6,0,4,4,0,0,0,6,6,5
22,48,512,1100,1711,486,1,2,37,48,28,4,63,293,1322,2664,2186,620,6,40,5,6,1506,2,30,26,13,0,0,1,4,25,10,2,33,7,1391,12,44,6,3,5,11,28,41,18,21,4,9,8,0,22,1,1,0,0,40,17,28
34,170,1640,2845,4290,1042,1,21,155,335,140,7,34,910,2347,2780,2648,844,23,70,10,10,3250,5,116,41,28,0,0,1,6,15,43,8,64,8,2013,27,53,11,2,3,12,48,64,81,42,7,15,27,0,48,1,0,0,0,72,29,54
18,35,675,1220,1928,546,1,9,205,296,146,16,132,198,602,669,863,613,6,26,1,1,2341,3,321,18,10,0,0,0,3,4,14,7,24,4,908,13,14,1,0,0,2,11,22,31,14,2,5,8,0,18,3,0,0,0,25,14,19
18,15,1252,2211,2608,506,0,0,0,0,0,0,20,353,753,927,868,202,12,35,8,5,2344,1,11,26,8,0,0,0,3,8,22,2,28,4,870,11,21,3,1,1,5,18,28,37,21,0,10,9,0,25,1,0,0,0,33,14,24
728,261,3714,5432,9745,5886,5,80,588,573,121,44,354,1150,3285,3702,6679,2612,32,86,17,3,7410,13,491,53,39,1,0,0,2,29,52,14,80,5,3934,26,44,8,3,13,21,37,74,100,50,14,11,50,20,19,32,8,7,0,81,47,71
11,119,1006,1338,2365,532,0,42,164,86,24,3,16,322,909,1054,841,242,15,35,5,1,2046,2,83,12,19,3,1,0,0,10,23,2,29,2,813,7,22,9,4,1,2,12,36,42,25,0,7,26,0,25,1,1,0,0,32,24,26
16,74,592,656,418,54,2,0,49,21,32,22,49,402,764,873,936,353,7,23,1,2,827,1,33,16,7,0,0,0,5,4,13,6,18,3,1186,5,8,1,1,5,12,17,20,24,15,0,4,0,1,10,0,0,0,0,25,6,17
86,164,1745,2988,5455,1657,0,74,106,32,6,6,113,555,2568,3692,3419,883,18,40,4,1,3099,2,32,11,23,6,0,0,0,7,30,3,38,6,1829,12,41,16,0,0,7,24,52,35,29,5,3,33,1,26,5,6,0,0,34,26,32
78,107,1487,1967,3085,764,0,20,115,43,30,4,60,906,2504,2865,3011,707,24,63,13,10,2141,3,38,39,23,1,0,0,3,19,36,6,51,3,1558,21,38,8,0,0,11,30,40,45,38,5,13,23,0,38,0,0,0,0,61,27,48
47,90,1444,2395,3323,939,5,55,381,176,177,29,34,1398,2395,2735,3039,760,22,49,12,8,2778,3,246,20,28,1,0,0,1,17,27,4,46,8,2332,15,54,5,4,4,8,32,75,94,37,2,8,24,0,38,1,1,0,0,48,32,44
134,260,2140,3254,5626,1660,0,3,44,43,7,1,101,1193,3489,5187,5036,1090,24,48,4,3,4207,2,53,13,30,6,1,0,2,8,37,3,44,8,2299,8,41,16,4,1,6,29,47,37,32,2,12,39,1,36,0,3,0,0,45,36,42
0,1,9,14,6,1,0,0,0,0,0,0,5,16,132,117,76,13,0,1,0,0,15,0,0,0,1,0,0,0,0,1,0,0,1,0,178,0,0,1,0,0,0,0,3,5,1,0,0,1,0,1,0,0,0,0,1,1,1
207,37,414,830,1853,519,0,0,0,0,0,0,144,666,1724,1688,1609,414,10,39,8,3,1131,1,5,22,14,1,0,0,8,11,16,5,28,6,1379,14,27,4,1,1,4,22,57,61,20,1,6,9,0,17,0,0,0,0,38,19,24
32,47,543,743,1597,399,0,0,0,0,0,0,18,505,897,708,569,162,14,33,12,1,1545,1,12,20,12,0,1,1,2,7,22,4,29,3,825,12,20,2,1,2,1,9,28,46,14,2,16,15,0,24,0,1,0,0,32,21,28
108,309,2976,3395,6374,2183,0,64,267,157,4,0,9,1670,2092,1736,3106,200,14,27,3,1,3220,2,100,10,17,1,0,0,0,4,22,2,23,4,1047,5,19,6,2,0,0,6,25,35,21,2,3,21,0,22,1,5,0,0,26,16,22
49,39,561,1118,1523,371,0,1,107,184,14,6,39,105,651,1125,1235,389,9,52,4,5,1724,3,110,43,11,0,0,0,6,13,30,8,49,4,1673,24,32,3,0,7,8,30,61,80,27,4,9,26,1,27,10,0,0,0,53,26,36
118,139,1094,1584,2482,787,0,27,115,104,23,0,71,162,496,691,899,439,15,47,7,6,2172,3,87,28,20,0,0,0,3,12,29,4,42,1,1128,25,29,3,1,0,9,21,44,43,21,2,16,11,0,32,0,0,0,0,45,25,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,26,408,429,801,204,0,0,0,0,0,0,5,70,247,360,459,125,7,9,0,1,525,0,0,6,3,0,0,0,0,3,9,0,7,0,391,3,16,7,0,1,3,7,21,24,5,0,2,6,0,6,0,0,0,0,8,4,9
17,52,839,1199,1828,305,0,0,0,0,0,0,106,126,499,667,745,363,21,54,14,2,1963,0,0,29,25,1,1,0,4,16,35,8,47,6,980,17,26,3,0,2,8,20,44,54,31,1,13,23,1,25,13,0,0,0,55,32,40
40,61,499,707,999,312,0,0,0,0,0,0,45,415,801,783,680,195,12,38,8,7,1304,0,0,30,11,2,0,0,6,10,24,7,31,6,802,11,17,2,0,2,1,13,20,31,24,1,10,8,0,26,0,1,0,0,41,23,28
72,210,2900,5077,7516,2470,1,91,166,257,69,7,89,685,3542,5709,5684,1215,26,58,5,2,5689,6,110,17,30,7,3,0,2,9,43,5,57,9,3226,12,72,39,6,1,9,44,85,90,39,4,12,43,13,31,6,11,2,0,50,37,49
191,265,1630,2367,5342,2257,1,3,656,911,786,118,226,2435,4452,4242,6507,1292,16,46,8,4,3430,2,473,20,22,2,0,0,1,12,25,8,39,5,2994,30,42,4,2,2,13,31,53,72,21,4,13,21,0,32,0,0,0,0,42,24,31
109,98,1475,2275,3494,1186,0,0,48,132,59,22,36,1169,1967,2586,2559,736,18,37,6,2,1983,2,52,18,20,0,0,0,0,14,23,2,36,0,1269,14,37,10,1,1,6,22,38,48,26,3,6,24,0,25,2,0,0,0,37,16,32
63,287,1622,2706,3643,872,1,1,66,152,75,12,70,555,1698,2157,1641,393,36,80,17,9,3321,4,94,45,33,0,0,1,3,28,44,7,73,3,1557,16,60,12,0,1,18,35,63,60,49,3,20,43,1,49,0,0,0,0,79,44,67
10,33,159,173,322,103,0,0,0,0,0,0,31,508,949,816,1094,346,3,14,1,3,295,0,0,12,2,0,0,0,0,7,6,2,12,0,373,4,9,2,0,1,4,9,15,11,6,1,5,3,0,7,1,0,0,0,13,3,8
1,2,13,23,110,17,0,0,0,0,0,0,2,8,14,39,51,27,1,3,1,0,120,0,0,0,2,0,0,0,1,1,1,0,3,0,64,0,3,1,0,0,0,1,5,8,1,0,0,0,0,2,0,0,0,0,3,1,2
27,46,526,978,2199,563,0,21,64,21,2,0,30,371,800,917,776,216,10,32,10,5,1413,2,24,23,9,0,0,0,3,9,22,1,28,3,712,21,17,1,0,2,6,24,23,23,17,0,10,7,0,18,0,0,0,0,34,13,20
81,65,704,1723,2514,702,0,0,80,200,52,2,55,539,1691,2283,2111,706,15,31,5,2,1828,1,72,13,17,0,0,0,1,11,17,2,27,7,1597,9,40,4,1,1,8,19,47,34,17,0,11,12,0,25,0,0,0,0,31,14,26
25,954,3131,2884,2373,480,0,16,14,10,2,1,452,8601,13330,12263,13379,6083,11,73,5,2,2969,2,13,31,37,1,1,0,15,26,28,6,36,1,2764,9,14,1,0,3,10,19,29,30,36,13,9,11,7,18,2,0,0,0,62,33,55
128,54,846,1322,2996,1177,0,4,102,156,67,10,100,786,1747,1879,2184,924,11,26,2,1,2984,1,64,8,11,6,1,0,0,3,18,5,22,4,1550,10,28,9,1,0,4,14,39,47,20,0,5,13,0,20,1,4,0,0,23,18,20
34,169,2877,3498,3404,878,0,223,491,332,55,21,268,991,3157,4333,3914,766,30,57,8,7,3185,5,269,38,20,1,0,0,4,18,36,2,53,8,1961,17,38,6,2,4,10,30,54,52,36,4,9,33,0,36,0,0,1,0,56,23,44
